instagram,sse_idxmin,sse_min_facebook,sse_min,sse_idxmax,sse_max_facebook,sse_max,sse_mean,sse_std,ssmi_idxmin,ssmi_min_facebook,ssmi_min,ssmi_idxmax,ssmi_max_facebook,ssmi_max,ssmi_mean,ssmi_std
./instagram/instagram_images/092.jpg,186639, ./facebook_images/0748_219367258105115_1291945020847328.jpg,6042.147079,186492, ./facebook_images/0601_219367258105115_1286875358020961.jpg,36260.534860,12210.452729,5024.152774,187982, ./facebook_images/1222_346937065399354_1248598775233174.jpg,0.071109,187982, ./facebook_images/2186_114517875225866_1463797176964589.jpg,0.452533,0.226012,0.053438
./instagram/instagram_images/093.jpg,188933, ./facebook_images/1035_440106476051475_1245655948829853.jpg,2361.560723,190068, ./facebook_images/2251_114517875225866_1470917416252565.jpg,23537.864360,7292.629700,3356.195727,188554, ./facebook_images/1180_346937065399354_1246603892099329.jpg,0.014722,188554, ./facebook_images/0619_219367258105115_1289529341088896.jpg,0.635992,0.342268,0.108537
./instagram/instagram_images/094.jpg,191943, ./facebook_images/2043_389658314427637_1536462213080569.jpg,7241.011220,190780, ./facebook_images/0807_135665053303678_551844801685699.jpg,24360.162190,13399.666022,2872.013399,191943, ./facebook_images/1152_346937065399354_1245652818861103.jpg,0.034461,191943, ./facebook_images/2043_389658314427637_1536462213080569.jpg,0.423235,0.226713,0.069313
./instagram/instagram_images/095.jpg,193326, ./facebook_images/1365_62317591679_10153840889606680.jpg,3728.401895,192624, ./facebook_images/0601_219367258105115_1286875358020961.jpg,36261.612210,9600.824058,5501.412563,193326, ./facebook_images/1180_346937065399354_1246603892099329.jpg,0.023527,193326, ./facebook_images/1365_62317591679_10153840889606680.jpg,0.497749,0.284437,0.077308
./instagram/instagram_images/096.jpg,195736, ./facebook_images/1737_62317591679_10153860538071680.jpg,2434.006165,194505, ./facebook_images/0436_219367258105115_1283530558355441.jpg,19551.986970,9600.240465,3381.922836,194686, ./facebook_images/1239_346937065399354_1248555121904206.jpg,0.013349,194686, ./facebook_images/0619_219367258105115_1289529341088896.jpg,0.639050,0.328504,0.117048
./instagram/instagram_images/097.jpg,197109, ./facebook_images/1035_440106476051475_1245655948829853.jpg,3120.768265,198244, ./facebook_images/2251_114517875225866_1470917416252565.jpg,20520.490070,8841.067711,2986.910814,196730, ./facebook_images/1180_346937065399354_1246603892099329.jpg,0.012042,196730, ./facebook_images/0619_219367258105115_1289529341088896.jpg,0.545384,0.289236,0.094192
./instagram/instagram_images/098.jpg,199052, ./facebook_images/0919_135665053303678_552974104906102.jpg,3121.844167,198756, ./facebook_images/0601_219367258105115_1286875358020961.jpg,37717.470430,9250.372110,5867.392960,199362, ./facebook_images/1239_346937065399354_1248555121904206.jpg,0.033838,199362, ./facebook_images/1266_346937065399354_1252535468172838.jpg,0.326427,0.193381,0.051572
./instagram/instagram_images/099.jpg,201398, ./facebook_images/1258_346937065399354_1249898211769897.jpg,15.174945,201939, ./facebook_images/1808_62317591679_10153861784371680.jpg,55855.535240,29093.701014,10808.203804,201398, ./facebook_images/1239_346937065399354_1248555121904206.jpg,0.011064,201398, ./facebook_images/1258_346937065399354_1249898211769897.jpg,0.978844,0.255135,0.124748
./instagram/instagram_images/100.jpg,204330, ./facebook_images/2180_114517875225866_1463633763647597.jpg,23.241581,203496, ./facebook_images/1313_346937065399354_1252909354802116.jpg,24434.113280,13536.372357,3283.772487,204330, ./facebook_images/1180_346937065399354_1246603892099329.jpg,0.010305,204330, ./facebook_images/2180_114517875225866_1463633763647597.jpg,0.961460,0.241425,0.070026
./instagram/instagram_images/101.jpg,206372, ./facebook_images/2178_114517875225866_1463586530318987.jpg,2.764673,206420, ./facebook_images/2251_114517875225866_1470917416252565.jpg,37231.394810,15325.018694,4499.457846,206372, ./facebook_images/1222_346937065399354_1248598775233174.jpg,0.033318,206372, ./facebook_images/2178_114517875225866_1463586530318987.jpg,0.983391,0.166838,0.041077
